DT,Datetime,Month,Year,Timezone,City_Name,Latitude,Longitude,Temp,Feels_like,Temp_Min,Temp_Max,Pressure,Humidity,Wind_Speed,Wind_Deg,Wind_Gust,Clouds_all,Weather_Id,Weaather_main,Weather_Description,Weather_icon
1687179600,2023-06-19 08:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.88,16.55,16.55,1018,62,1.89,8,1.89,0,800,Clear,clear sky,01d
1687183200,2023-06-19 09:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.16,18.52,19.16,19.16,1017,53,1.7,7,1.7,0,800,Clear,clear sky,01d
1687186800,2023-06-19 10:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,21.41,20.73,21.41,21.41,1016,43,1.26,17,1.26,0,800,Clear,clear sky,01d
1687190400,2023-06-19 11:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,23.71,22.97,23.71,23.71,1016,32,0.85,68,0.85,0,800,Clear,clear sky,01d
1687194000,2023-06-19 12:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.77,25.03,25.77,25.77,1015,24,1.62,126,1.62,0,800,Clear,clear sky,01d
1687197600,2023-06-19 13:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,27.55,26.47,27.55,27.55,1013,21,2.49,146,2.49,1,800,Clear,clear sky,01d
1687201200,2023-06-19 14:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.55,27.09,28.55,28.55,1012,18,3.48,141,3.48,2,800,Clear,clear sky,01d
1687204800,2023-06-19 15:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.41,27.68,29.41,29.41,1011,15,4.01,128,4.01,3,800,Clear,clear sky,01d
1687208400,2023-06-19 16:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.77,27.95,29.77,29.77,1010,13,3.83,119,3.83,3,800,Clear,clear sky,01d
1687212000,2023-06-19 17:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.68,27.88,29.68,29.68,1009,13,3.93,103,3.93,3,800,Clear,clear sky,01d
1687215600,2023-06-19 18:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.81,27.23,28.81,28.81,1009,15,4.62,88,4.62,3,800,Clear,clear sky,01d
1687219200,2023-06-19 19:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,26.81,25.97,26.81,26.81,1010,20,4.64,84,4.64,2,800,Clear,clear sky,01d
1687222800,2023-06-19 20:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.74,21.83,22.74,22.74,1012,29,3.33,67,3.33,4,800,Clear,clear sky,01d
1687226400,2023-06-19 21:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,20.53,19.53,20.53,20.53,1014,34,2.98,33,2.98,2,800,Clear,clear sky,01n
1687230000,2023-06-19 22:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.44,18.51,19.44,19.44,1015,41,3.26,17,3.26,1,800,Clear,clear sky,01n
1687233600,2023-06-19 23:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.59,17.78,18.59,18.59,1016,49,3.28,13,3.28,1,800,Clear,clear sky,01n
1687237200,2023-06-20 00:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.72,16.98,17.72,17.72,1016,55,3.11,13,3.11,1,800,Clear,clear sky,01n
1687240800,2023-06-20 01:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.2,16.54,17.2,17.2,1016,60,3.14,9,3.14,1,800,Clear,clear sky,01n
1687244400,2023-06-20 02:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.49,15.87,16.49,16.49,1016,64,2.64,9,2.64,1,800,Clear,clear sky,01n
1687248000,2023-06-20 03:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.84,15.2,15.84,15.84,1016,66,2.08,5,2.08,3,800,Clear,clear sky,01n
1687251600,2023-06-20 04:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.38,14.72,15.38,15.38,1016,67,2.14,3,2.14,4,800,Clear,clear sky,01n
1687255200,2023-06-20 05:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.96,14.29,14.96,14.96,1016,68,2.15,9,2.15,3,800,Clear,clear sky,01n
1687258800,2023-06-20 06:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.64,13.94,14.64,14.64,1017,68,2.27,7,2.27,2,800,Clear,clear sky,01n
1687262400,2023-06-20 07:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.36,13.65,14.36,14.36,1017,69,2.22,6,2.22,4,800,Clear,clear sky,01d
1687266000,2023-06-20 08:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,10.55,9.31,10.55,10.55,1018,63,2.11,1,2.11,5,800,Clear,clear sky,01d
1687269600,2023-06-20 09:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.97,18.25,18.97,18.97,1017,51,1.87,9,1.87,5,800,Clear,clear sky,01d
1687273200,2023-06-20 10:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,21.43,20.62,21.43,21.43,1016,38,1.39,30,1.39,4,800,Clear,clear sky,01d
1687276800,2023-06-20 11:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,23.82,22.96,23.82,23.82,1015,27,0.95,56,0.95,3,800,Clear,clear sky,01d
1687280400,2023-06-20 12:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.77,24.95,25.77,25.77,1014,21,1.22,120,1.22,2,800,Clear,clear sky,01d
1687284000,2023-06-20 13:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,27.55,26.37,27.55,27.55,1012,17,2.97,134,2.97,1,800,Clear,clear sky,01d
1687287600,2023-06-20 14:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.55,27.8,29.55,29.55,1011,16,4.12,137,4.12,0,800,Clear,clear sky,01d
1687291200,2023-06-20 15:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.36,27.64,29.36,29.36,1010,15,4.27,136,4.27,0,800,Clear,clear sky,01d
1687294800,2023-06-20 16:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.42,27.68,29.42,29.42,1010,14,4.12,132,4.12,0,800,Clear,clear sky,01d
1687298400,2023-06-20 17:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.05,27.41,29.05,29.05,1009,15,3.96,119,3.96,0,800,Clear,clear sky,01d
1687302000,2023-06-20 18:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.32,26.89,28.32,28.32,1009,16,4.21,98,4.21,1,800,Clear,clear sky,01d
1687305600,2023-06-20 19:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,26.49,26.49,26.49,26.49,1010,21,4.38,89,4.38,1,800,Clear,clear sky,01d
1687309200,2023-06-20 20:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.34,21.41,22.34,22.34,1012,30,3.69,63,3.69,0,800,Clear,clear sky,01d
1687312800,2023-06-20 21:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.52,20.55,20.55,1013,33,4.04,34,4.04,2,800,Clear,clear sky,01n
1687316400,2023-06-20 22:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.8,18.83,19.8,19.8,1014,38,3.74,16,3.74,2,800,Clear,clear sky,01n
1687320000,2023-06-20 23:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.89,17.98,18.89,18.89,1015,44,3.07,1,3.07,2,800,Clear,clear sky,01n
1687323600,2023-06-21 00:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.11,17.2,18.11,18.11,1016,47,3.32,3,3.32,3,800,Clear,clear sky,01n
1687327200,2023-06-21 01:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.52,16.55,17.52,17.52,1016,47,3.1,3,3.1,2,800,Clear,clear sky,01n
1687330800,2023-06-21 02:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.69,15.67,16.69,16.69,1016,48,2.89,359,2.89,2,800,Clear,clear sky,01n
1687334400,2023-06-21 03:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.01,14.95,16.01,16.01,1016,49,2.72,355,2.72,2,800,Clear,clear sky,01n
1687334400,2023-06-21 03:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.01,14.95,16.01,16.01,1016,49,2.72,355,2.72,2,800,Clear,clear sky,01n
1687338000,2023-06-21 04:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.53,14.42,15.53,15.53,1015,49,2.53,3,2.53,3,800,Clear,clear sky,01n
1687341600,2023-06-21 05:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.17,14.02,15.17,15.17,1016,49,2.51,10,2.51,6,800,Clear,clear sky,01n
1687345200,2023-06-21 06:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.95,13.75,14.95,14.95,1016,48,2.53,8,2.53,24,801,Clouds,few clouds,02n
1687348800,2023-06-21 07:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.5,13.29,14.5,14.5,1017,49,2.36,3,2.36,7,800,Clear,clear sky,01d
1687352400,2023-06-21 08:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.55,13.31,14.55,14.55,1017,48,2.17,4,2.17,25,802,Clouds,scattered clouds,03d
1687356000,2023-06-21 09:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.43,18.45,19.43,19.43,1016,39,1.99,7,1.99,20,801,Clouds,few clouds,02d
1687359600,2023-06-21 10:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.0,21.07,22.0,22.0,1015,31,1.75,19,1.75,18,801,Clouds,few clouds,02d
1687363200,2023-06-21 11:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,24.17,23.27,24.17,24.17,1014,24,1.49,44,1.49,36,802,Clouds,scattered clouds,03d
1687366800,2023-06-21 12:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.96,25.96,25.96,25.96,1013,19,1.41,78,1.41,49,802,Clouds,scattered clouds,03d
1687370400,2023-06-21 13:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,27.55,26.35,27.55,27.55,1011,16,2.74,93,2.74,56,803,Clouds,broken clouds,04d
1687374000,2023-06-21 14:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.55,27.03,28.55,28.55,1010,14,3.99,92,3.99,57,803,Clouds,broken clouds,04d
1687377600,2023-06-21 15:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.63,27.85,29.63,29.63,1009,14,5.0,74,5.0,48,802,Clouds,scattered clouds,03d
1687381200,2023-06-21 16:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.65,27.87,29.65,29.65,1008,15,5.79,65,5.79,55,803,Clouds,broken clouds,04d
1687384800,2023-06-21 17:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.18,27.52,29.18,29.18,1008,16,6.9,67,6.9,65,803,Clouds,broken clouds,04d
1687388400,2023-06-21 18:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.01,26.7,28.01,28.01,1008,18,7.17,62,7.17,70,803,Clouds,broken clouds,04d
1687392000,2023-06-21 19:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,26.14,26.14,26.14,26.14,1009,23,6.65,66,6.65,72,803,Clouds,broken clouds,04d
1687395600,2023-06-21 20:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.95,22.08,22.95,22.95,1011,30,6.03,57,6.03,49,802,Clouds,scattered clouds,03d
1687399200,2023-06-21 21:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,20.88,19.91,20.88,20.88,1012,34,4.49,39,4.49,43,802,Clouds,scattered clouds,03n
1687402800,2023-06-21 22:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.58,18.64,19.58,19.58,1014,40,3.72,10,3.72,35,802,Clouds,scattered clouds,03n
1687406400,2023-06-21 23:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.85,17.99,18.85,18.85,1015,46,3.92,9,3.92,27,802,Clouds,scattered clouds,03n
1687410000,2023-06-22 00:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.25,17.46,18.25,18.25,1015,51,3.77,11,3.77,23,801,Clouds,few clouds,02n
1687413600,2023-06-22 01:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.94,17.17,17.94,17.94,1015,53,3.67,1,3.67,26,802,Clouds,scattered clouds,03n
1687417200,2023-06-22 02:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.19,16.37,17.19,17.19,1015,54,3.28,3,3.28,4,800,Clear,clear sky,01n
1687420800,2023-06-22 03:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.58,15.7,16.58,16.58,1015,54,2.7,2,2.7,7,800,Clear,clear sky,01n
1687424400,2023-06-22 04:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.01,15.1,16.01,16.01,1015,55,2.61,360,2.61,14,801,Clouds,few clouds,02n
1687428000,2023-06-22 05:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.48,14.52,15.48,15.48,1015,55,2.5,6,2.5,22,801,Clouds,few clouds,02n
1687431600,2023-06-22 06:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.2,14.19,15.2,15.2,1016,54,2.46,12,2.46,29,802,Clouds,scattered clouds,03n
1687435200,2023-06-22 07:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,12.55,11.27,12.55,12.55,1016,54,2.49,10,2.49,10,800,Clear,clear sky,01d
1687438800,2023-06-22 08:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.74,15.75,16.74,16.74,1016,49,2.48,359,2.48,0,800,Clear,clear sky,01d
1687442400,2023-06-22 09:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.99,19.01,19.99,19.99,1015,37,2.36,5,2.36,0,800,Clear,clear sky,01d
1687446000,2023-06-22 10:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.45,21.51,22.45,22.45,1015,29,2.32,36,2.32,0,800,Clear,clear sky,01d
1687449600,2023-06-22 11:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,24.67,23.77,24.67,24.67,1014,22,2.18,65,2.18,2,800,Clear,clear sky,01d
1687453200,2023-06-22 12:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,26.37,26.37,26.37,26.37,1013,17,2.63,79,2.63,3,800,Clear,clear sky,01d
1687456800,2023-06-22 13:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.55,27.03,28.55,28.55,1011,14,3.99,82,3.99,4,800,Clear,clear sky,01d
1687460400,2023-06-22 14:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.55,27.78,29.55,29.55,1011,14,5.5,62,5.5,0,800,Clear,clear sky,01d
1687464000,2023-06-22 15:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,30.55,28.57,30.55,30.55,1010,14,6.49,48,6.49,2,800,Clear,clear sky,01d
1687467600,2023-06-22 16:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,30.55,28.57,30.55,30.55,1009,14,6.67,45,6.67,10,800,Clear,clear sky,01d
1687471200,2023-06-22 17:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,30.55,28.59,30.55,30.55,1009,16,6.88,42,6.88,26,802,Clouds,scattered clouds,03d
1687474800,2023-06-22 18:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,27.33,26.27,27.33,27.33,1009,19,7.07,31,7.07,33,802,Clouds,scattered clouds,03d
1687478400,2023-06-22 19:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.61,24.88,25.61,25.61,1010,25,6.85,24,6.85,16,801,Clouds,few clouds,02d
1687482000,2023-06-22 20:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.36,21.51,22.36,22.36,1011,33,6.08,16,6.08,7,800,Clear,clear sky,01d
1687485600,2023-06-22 21:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,20.03,19.13,20.03,20.03,1013,40,5.64,10,5.64,8,800,Clear,clear sky,01n
1687489200,2023-06-22 22:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.64,17.81,18.64,18.64,1014,48,5.6,9,5.6,13,801,Clouds,few clouds,02n
1687492800,2023-06-22 23:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.82,17.15,17.82,17.82,1016,57,5.39,6,5.39,12,801,Clouds,few clouds,02n
1687496400,2023-06-23 00:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.03,16.36,17.03,17.03,1017,60,4.88,5,4.88,9,800,Clear,clear sky,01n
1687500000,2023-06-23 01:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.54,15.76,16.54,16.54,1017,58,4.36,2,4.36,20,801,Clouds,few clouds,02n
1687503600,2023-06-23 02:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.89,15.08,15.89,15.89,1017,59,3.72,360,3.72,0,800,Clear,clear sky,01n
1687507200,2023-06-23 03:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.16,14.32,15.16,15.16,1016,61,3.14,6,3.14,3,800,Clear,clear sky,01n
1687510800,2023-06-23 04:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.57,13.68,14.57,14.57,1017,61,3.06,13,3.06,6,800,Clear,clear sky,01n
1687514400,2023-06-23 05:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.12,13.21,14.12,14.12,1017,62,2.94,11,2.94,9,800,Clear,clear sky,01n
1687518000,2023-06-23 06:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,13.73,12.8,13.73,13.73,1017,63,2.8,15,2.8,8,800,Clear,clear sky,01n
1687521600,2023-06-23 07:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,13.36,12.34,13.36,13.36,1018,61,2.93,9,2.93,4,800,Clear,clear sky,01d
1687525200,2023-06-23 08:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.19,14.25,15.19,15.19,1018,57,2.97,7,2.97,0,800,Clear,clear sky,01d
1687528800,2023-06-23 09:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,18.59,17.63,18.59,18.59,1017,43,3.33,11,3.33,0,800,Clear,clear sky,01d
1687532400,2023-06-23 10:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.57,21.55,21.55,1016,31,3.41,22,3.41,0,800,Clear,clear sky,01d
1687536000,2023-06-23 11:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,23.57,22.61,23.57,23.57,1015,24,2.8,49,2.8,0,800,Clear,clear sky,01d
1687539600,2023-06-23 12:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.3,24.41,25.3,25.3,1014,20,3.05,67,3.05,0,800,Clear,clear sky,01d
1687543200,2023-06-23 13:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,26.55,26.55,26.55,26.55,1013,19,3.24,83,3.24,0,800,Clear,clear sky,01d
1687546800,2023-06-23 14:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.55,27.07,28.55,28.55,1012,17,3.52,76,3.52,1,800,Clear,clear sky,01d
1687550400,2023-06-23 15:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.55,27.82,29.55,29.55,1010,17,4.57,69,4.57,3,800,Clear,clear sky,01d
1687554000,2023-06-23 16:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.55,27.07,28.55,28.55,1010,17,5.63,57,5.63,4,800,Clear,clear sky,01d
1687557600,2023-06-23 17:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,29.55,27.86,29.55,29.55,1010,19,6.67,48,6.67,6,800,Clear,clear sky,01d
1687561200,2023-06-23 18:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,28.55,27.22,28.55,28.55,1010,23,6.89,31,6.89,10,800,Clear,clear sky,01d
1687564800,2023-06-23 19:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,24.2,23.43,24.2,24.2,1011,29,7.08,26,7.08,7,800,Clear,clear sky,01d
1687568400,2023-06-23 20:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,21.35,20.48,21.35,21.35,1013,36,6.39,17,6.39,1,800,Clear,clear sky,01d
1687572000,2023-06-23 21:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.06,18.14,19.06,19.06,1014,43,5.75,13,5.75,1,800,Clear,clear sky,01n
1687575600,2023-06-23 22:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.58,16.78,17.58,17.58,1015,53,5.51,8,5.51,0,800,Clear,clear sky,01n
1687579200,2023-06-23 23:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.44,15.71,16.44,16.44,1017,60,5.09,4,5.09,0,800,Clear,clear sky,01n
1687582800,2023-06-24 00:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,15.55,14.78,15.55,15.55,1018,62,4.64,1,4.64,0,800,Clear,clear sky,01n
1687586400,2023-06-24 01:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.98,14.2,14.98,14.98,1018,64,4.16,1,4.16,2,800,Clear,clear sky,01n
1687590000,2023-06-24 02:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.23,13.41,14.23,14.23,1018,65,3.32,359,3.32,5,800,Clear,clear sky,01n
1687593600,2023-06-24 03:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,13.78,12.88,13.78,13.78,1018,64,3.19,3,3.19,35,802,Clouds,scattered clouds,03n
1687597200,2023-06-24 04:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,13.33,12.36,13.33,13.33,1018,63,3.07,8,3.07,51,803,Clouds,broken clouds,04n
1687600800,2023-06-24 05:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,13.02,11.97,13.02,13.02,1018,61,2.85,5,2.85,54,803,Clouds,broken clouds,04n
1687604400,2023-06-24 06:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,12.84,11.75,12.84,12.84,1018,60,2.8,6,2.8,52,803,Clouds,broken clouds,04n
1687608000,2023-06-24 07:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,11.55,10.35,11.55,11.55,1018,61,2.93,7,2.93,47,802,Clouds,scattered clouds,03d
1687611600,2023-06-24 08:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,14.56,13.56,14.56,14.56,1019,57,2.8,8,2.8,100,804,Clouds,overcast clouds,04d
1687615200,2023-06-24 09:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.04,16.05,17.04,17.04,1018,48,3.06,6,3.06,100,804,Clouds,overcast clouds,04d
1687618800,2023-06-24 10:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.73,20.55,20.55,1017,41,3.34,13,3.34,100,804,Clouds,overcast clouds,04d
1687622400,2023-06-24 11:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,21.27,20.39,21.27,21.27,1017,36,2.92,25,2.92,100,804,Clouds,overcast clouds,04d
1687626000,2023-06-24 12:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.55,24.97,25.55,25.55,1015,31,1.7,57,1.7,95,804,Clouds,overcast clouds,04d
1687629600,2023-06-24 13:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,27.55,26.62,27.55,27.55,1014,26,1.86,83,1.86,90,804,Clouds,overcast clouds,04d
1687633200,2023-06-24 14:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.55,24.81,25.55,25.55,1012,25,2.07,87,2.07,94,804,Clouds,overcast clouds,04d
1687636800,2023-06-24 15:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,26.55,26.55,26.55,26.55,1011,25,2.48,87,2.48,96,804,Clouds,overcast clouds,04d
1687640400,2023-06-24 16:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.55,24.81,25.55,25.55,1010,25,2.98,86,2.98,96,804,Clouds,overcast clouds,04d
1687644000,2023-06-24 17:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,25.88,25.33,25.88,25.88,1010,31,4.29,80,4.29,96,804,Clouds,overcast clouds,04d
1687647600,2023-06-24 18:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,23.43,22.87,23.43,23.43,1011,40,5.77,68,5.77,97,804,Clouds,overcast clouds,04d
1687651200,2023-06-24 19:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,22.17,21.7,22.17,22.17,1012,48,3.8,52,3.8,95,804,Clouds,overcast clouds,04d
1687654800,2023-06-24 20:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,21.18,20.69,21.18,21.18,1012,51,3.82,18,3.82,100,804,Clouds,overcast clouds,04d
1687658400,2023-06-24 21:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,19.24,18.73,19.24,19.24,1014,58,4.63,10,4.63,100,804,Clouds,overcast clouds,04n
1687662000,2023-06-24 22:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,17.77,17.27,17.77,17.77,1015,64,4.35,8,4.35,99,804,Clouds,overcast clouds,04n
1687665600,2023-06-24 23:00:00 -0600 UTC,Jun,2023,-21600,Puebla,19.03793,-98.20346,16.86,16.43,16.86,16.86,1017,70,4.62,10,4.62,97,804,Clouds,overcast clouds,04n
