DT,Datetime,Month,Year,Timezone,City_Name,Latitude,Longitude,Temp,Feels_like,Temp_Min,Temp_Max,Pressure,Humidity,Wind_Speed,Wind_Deg,Wind_Gust,Clouds_all,Weather_Id,Weaather_main,Weather_Description,Weather_icon
1675238400,2023-02-01 03:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.62,10.25,11.62,11.62,1019,54,2.44,12,2.44,0,800,Clear,clear sky,01n
1675242000,2023-02-01 04:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.06,9.79,11.06,11.06,1018,60,2.62,14,2.62,0,800,Clear,clear sky,01n
1675245600,2023-02-01 05:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.56,9.39,10.56,10.56,1018,66,2.74,15,2.74,0,800,Clear,clear sky,01n
1675249200,2023-02-01 06:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.09,8.98,10.09,10.09,1019,70,2.4,11,2.4,0,800,Clear,clear sky,01n
1675252800,2023-02-01 07:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,4.55,2.49,4.55,4.55,1020,71,2.36,15,2.36,0,800,Clear,clear sky,01n
1675256400,2023-02-01 08:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.35,8.26,9.35,9.35,1021,69,2.22,15,2.22,0,800,Clear,clear sky,01n
1675260000,2023-02-01 09:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,4.55,3.09,4.55,4.55,1021,62,1.78,15,1.78,0,800,Clear,clear sky,01d
1675263600,2023-02-01 10:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.55,8.55,8.55,8.55,1020,49,1.31,40,1.31,0,800,Clear,clear sky,01d
1675267200,2023-02-01 11:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.55,11.93,13.55,13.55,1020,37,1.59,127,1.59,0,800,Clear,clear sky,01d
1675270800,2023-02-01 12:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.02,16.55,16.55,1019,29,2.97,154,2.97,0,800,Clear,clear sky,01d
1675274400,2023-02-01 13:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,19.55,18.21,19.55,19.55,1017,25,3.94,160,3.94,0,800,Clear,clear sky,01d
1675278000,2023-02-01 14:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.24,20.55,20.55,1015,22,4.77,168,4.77,0,800,Clear,clear sky,01d
1675281600,2023-02-01 15:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.31,21.55,21.55,1014,21,5.28,178,5.28,0,800,Clear,clear sky,01d
1675285200,2023-02-01 16:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,23.55,22.51,23.55,23.55,1013,21,5.8,186,5.8,1,800,Clear,clear sky,01d
1675288800,2023-02-01 17:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,23.55,22.56,23.55,23.55,1013,23,5.78,193,5.78,1,800,Clear,clear sky,01d
1675292400,2023-02-01 18:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,22.55,21.51,22.55,22.55,1014,25,5.34,194,5.34,1,800,Clear,clear sky,01d
1675296000,2023-02-01 19:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,19.55,18.34,19.55,19.55,1015,30,4.22,199,4.22,1,800,Clear,clear sky,01d
1675299600,2023-02-01 20:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.23,16.55,16.55,1016,37,2.55,211,2.55,0,800,Clear,clear sky,01n
1675303200,2023-02-01 21:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.55,13.11,14.55,14.55,1018,40,1.08,191,1.08,0,800,Clear,clear sky,01n
1675306800,2023-02-01 22:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.99,12.59,13.99,13.99,1019,44,1.15,102,1.15,0,800,Clear,clear sky,01n
1675310400,2023-02-01 23:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.23,11.86,13.23,13.23,1020,48,1.39,84,1.39,0,800,Clear,clear sky,01n
1675314000,2023-02-02 00:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.67,11.38,12.67,12.67,1020,53,1.37,70,1.37,0,800,Clear,clear sky,01n
1675317600,2023-02-02 01:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.29,11.04,12.29,12.29,1020,56,1.16,56,1.16,0,800,Clear,clear sky,01n
1675321200,2023-02-02 02:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.02,10.77,12.02,12.02,1020,57,1.39,40,1.39,0,800,Clear,clear sky,01n
1675324800,2023-02-02 03:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.65,10.39,11.65,11.65,1019,58,1.43,35,1.43,0,800,Clear,clear sky,01n
1675328400,2023-02-02 04:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.28,10.0,11.28,11.28,1019,59,1.43,21,1.43,0,800,Clear,clear sky,01n
1675332000,2023-02-02 05:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.9,9.59,10.9,10.9,1019,59,1.46,11,1.46,0,800,Clear,clear sky,01n
1675335600,2023-02-02 06:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.57,9.22,10.57,10.57,1019,59,1.55,7,1.55,0,800,Clear,clear sky,01n
1675339200,2023-02-02 07:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.25,8.9,10.25,10.25,1020,60,1.36,10,1.36,1,800,Clear,clear sky,01n
1675342800,2023-02-02 08:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,3.55,2.5,3.55,3.55,1021,61,1.36,8,1.36,5,800,Clear,clear sky,01n
1675346400,2023-02-02 09:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,6.55,6.55,6.55,6.55,1021,56,1.29,2,1.29,4,800,Clear,clear sky,01d
1675350000,2023-02-02 10:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.55,8.89,10.55,10.55,1021,47,0.65,355,0.65,4,800,Clear,clear sky,01d
1675353600,2023-02-02 11:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.55,13.13,14.55,14.55,1020,41,0.38,196,0.38,5,800,Clear,clear sky,01d
1675357200,2023-02-02 12:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,18.55,17.37,18.55,18.55,1019,35,1.14,203,1.14,5,800,Clear,clear sky,01d
1675360800,2023-02-02 13:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.54,21.55,21.55,1018,30,2.46,192,2.46,5,800,Clear,clear sky,01d
1675364400,2023-02-02 14:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.74,24.55,24.55,1016,26,3.29,189,3.29,0,800,Clear,clear sky,01d
1675368000,2023-02-02 15:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.69,24.55,24.55,1014,24,3.6,185,3.6,0,800,Clear,clear sky,01d
1675371600,2023-02-02 16:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,25.55,24.76,25.55,25.55,1013,23,3.83,184,3.83,0,800,Clear,clear sky,01d
1675375200,2023-02-02 17:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.69,24.55,24.55,1013,24,4.52,187,4.52,0,800,Clear,clear sky,01d
1675378800,2023-02-02 18:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,23.55,22.64,23.55,23.55,1013,26,4.89,191,4.89,0,800,Clear,clear sky,01d
1675382400,2023-02-02 19:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.52,20.55,20.55,1014,33,4.4,196,4.4,0,800,Clear,clear sky,01d
1675386000,2023-02-02 20:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,17.55,16.41,17.55,17.55,1016,40,2.56,209,2.56,0,800,Clear,clear sky,01n
1675389600,2023-02-02 21:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.55,13.21,14.55,14.55,1017,44,0.78,241,0.78,0,800,Clear,clear sky,01n
1675393200,2023-02-02 22:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,15.36,14.18,15.36,15.36,1018,47,1.23,45,1.23,0,800,Clear,clear sky,01n
1675396800,2023-02-02 23:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.72,13.53,14.72,14.72,1019,49,1.97,32,1.97,0,800,Clear,clear sky,01n
1675400400,2023-02-03 00:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.02,12.84,14.02,14.02,1020,52,2.17,18,2.17,1,800,Clear,clear sky,01n
1675404000,2023-02-03 01:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.3,12.1,13.3,13.3,1020,54,2.67,14,2.67,0,800,Clear,clear sky,01n
1675407600,2023-02-03 02:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.51,11.33,12.51,12.51,1021,58,2.99,16,2.99,0,800,Clear,clear sky,01n
1675411200,2023-02-03 03:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.61,10.5,11.61,11.61,1021,64,3.13,20,3.13,0,800,Clear,clear sky,01n
1675414800,2023-02-03 04:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.79,9.73,10.79,10.79,1021,69,3.09,23,3.09,0,800,Clear,clear sky,01n
1675418400,2023-02-03 05:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.08,9.1,10.08,10.08,1021,75,3.41,19,3.41,0,800,Clear,clear sky,01n
1675422000,2023-02-03 06:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.45,7.47,9.45,9.45,1022,78,3.7,14,3.7,0,800,Clear,clear sky,01n
1675425600,2023-02-03 07:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,5.55,2.47,5.55,5.55,1023,79,4.12,16,4.12,1,800,Clear,clear sky,01n
1675429200,2023-02-03 08:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.47,5.89,8.47,8.47,1024,79,4.5,10,4.5,6,800,Clear,clear sky,01n
1675432800,2023-02-03 09:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,7.55,4.51,7.55,7.55,1025,72,5.03,11,5.03,6,800,Clear,clear sky,01d
1675436400,2023-02-03 10:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.55,9.2,10.55,10.55,1025,59,6.07,11,6.07,9,800,Clear,clear sky,01d
1675440000,2023-02-03 11:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.55,13.31,14.55,14.55,1024,48,5.74,14,5.74,8,800,Clear,clear sky,01d
1675443600,2023-02-03 12:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,15.55,14.2,15.55,15.55,1023,40,5.36,16,5.36,8,800,Clear,clear sky,01d
1675447200,2023-02-03 13:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,17.55,16.27,17.55,17.55,1022,35,4.83,18,4.83,7,800,Clear,clear sky,01d
1675450800,2023-02-03 14:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,19.55,18.4,19.55,19.55,1020,32,3.04,18,3.04,1,800,Clear,clear sky,01d
1675454400,2023-02-03 15:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.54,21.55,21.55,1018,30,2.81,13,2.81,2,800,Clear,clear sky,01d
1675458000,2023-02-03 16:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.54,21.55,21.55,1017,30,2.66,17,2.66,2,800,Clear,clear sky,01d
1675461600,2023-02-03 17:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.57,21.55,21.55,1017,31,2.38,19,2.38,2,800,Clear,clear sky,01d
1675465200,2023-02-03 18:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,22.55,21.72,22.55,22.55,1017,33,2.78,21,2.78,2,800,Clear,clear sky,01d
1675468800,2023-02-03 19:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,17.55,16.38,17.55,17.55,1018,39,4.17,26,4.17,2,800,Clear,clear sky,01d
1675472400,2023-02-03 20:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,14.55,13.44,14.55,14.55,1020,53,4.27,31,4.27,0,800,Clear,clear sky,01n
1675476000,2023-02-03 21:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.55,11.45,12.55,12.55,1023,61,4.11,18,4.11,0,800,Clear,clear sky,01n
1675479600,2023-02-03 22:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.39,7.14,9.39,9.39,1024,67,4.24,12,4.24,0,800,Clear,clear sky,01n
1675483200,2023-02-03 23:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.57,6.15,8.57,8.57,1025,71,4.19,14,4.19,0,800,Clear,clear sky,01n
1675486800,2023-02-04 00:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.0,5.38,8.0,8.0,1026,73,4.34,13,4.34,0,800,Clear,clear sky,01n
1675490400,2023-02-04 01:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,7.53,4.99,7.53,7.53,1026,74,3.95,10,3.95,0,800,Clear,clear sky,01n
1675494000,2023-02-04 02:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,7.24,4.91,7.24,7.24,1026,75,3.46,8,3.46,2,800,Clear,clear sky,01n
1675497600,2023-02-04 03:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,6.86,4.6,6.86,6.86,1026,75,3.21,8,3.21,1,800,Clear,clear sky,01n
1675501200,2023-02-04 04:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,6.52,4.24,6.52,6.52,1025,75,3.13,6,3.13,1,800,Clear,clear sky,01n
1675504800,2023-02-04 05:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,6.3,4.05,6.3,6.3,1025,74,3.03,7,3.03,0,800,Clear,clear sky,01n
1675508400,2023-02-04 06:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,6.22,4.06,6.22,6.22,1025,74,2.88,6,2.88,0,800,Clear,clear sky,01n
1675512000,2023-02-04 07:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,6.14,4.05,6.14,6.14,1025,74,2.76,5,2.76,0,800,Clear,clear sky,01n
1675515600,2023-02-04 08:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,3.55,1.09,3.55,3.55,1026,73,2.6,6,2.6,0,800,Clear,clear sky,01n
1675519200,2023-02-04 09:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,3.55,1.26,3.55,3.55,1026,65,2.42,9,2.42,0,800,Clear,clear sky,01d
1675522800,2023-02-04 10:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,7.55,6.2,7.55,7.55,1025,53,2.15,15,2.15,0,800,Clear,clear sky,01d
1675526400,2023-02-04 11:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.55,11.04,12.55,12.55,1024,45,1.33,46,1.33,0,800,Clear,clear sky,01d
1675530000,2023-02-04 12:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.25,16.55,16.55,1022,38,1.29,127,1.29,0,800,Clear,clear sky,01d
1675533600,2023-02-04 13:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,18.55,17.35,18.55,18.55,1020,34,2.44,158,2.44,0,800,Clear,clear sky,01d
1675537200,2023-02-04 14:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,19.55,18.34,19.55,19.55,1018,30,2.61,166,2.61,0,800,Clear,clear sky,01d
1675540800,2023-02-04 15:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.37,20.55,20.55,1016,27,3.03,172,3.03,0,800,Clear,clear sky,01d
1675544400,2023-02-04 16:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.41,21.55,21.55,1015,25,3.85,176,3.85,0,800,Clear,clear sky,01d
1675548000,2023-02-04 17:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,22.55,21.51,22.55,22.55,1014,25,4.43,174,4.43,0,800,Clear,clear sky,01d
1675551600,2023-02-04 18:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,22.55,21.54,22.55,22.55,1015,26,4.55,179,4.55,0,800,Clear,clear sky,01d
1675555200,2023-02-04 19:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,19.55,18.37,19.55,19.55,1016,31,4.04,190,4.04,0,800,Clear,clear sky,01d
1675558800,2023-02-04 20:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.33,16.55,16.55,1018,41,2.45,186,2.45,0,800,Clear,clear sky,01n
1675562400,2023-02-04 21:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.55,12.21,13.55,13.55,1020,48,1.61,145,1.61,0,800,Clear,clear sky,01n
1675566000,2023-02-04 22:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.4,11.13,12.4,12.4,1021,55,1.87,112,1.87,0,800,Clear,clear sky,01n
1675569600,2023-02-04 23:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.73,10.5,11.73,11.73,1022,59,1.6,80,1.6,0,800,Clear,clear sky,01n
1675573200,2023-02-05 00:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.43,10.2,11.43,11.43,1022,60,1.27,68,1.27,0,800,Clear,clear sky,01n
1675576800,2023-02-05 01:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.16,9.92,11.16,11.16,1022,61,1.32,38,1.32,0,800,Clear,clear sky,01n
1675580400,2023-02-05 02:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.96,9.7,10.96,10.96,1022,61,1.62,15,1.62,0,800,Clear,clear sky,01n
1675584000,2023-02-05 03:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.69,9.38,10.69,10.69,1022,60,2.03,7,2.03,0,800,Clear,clear sky,01n
1675587600,2023-02-05 04:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.38,9.04,10.38,10.38,1021,60,2.18,7,2.18,0,800,Clear,clear sky,01n
1675591200,2023-02-05 05:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.0,9.06,10.0,10.0,1021,60,2.17,6,2.17,0,800,Clear,clear sky,01n
1675594800,2023-02-05 06:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.62,8.44,9.62,9.62,1021,60,2.41,8,2.41,0,800,Clear,clear sky,01n
1675598400,2023-02-05 07:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.29,7.85,9.29,9.29,1022,60,2.7,9,2.7,0,800,Clear,clear sky,01n
1675602000,2023-02-05 08:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,5.55,3.39,5.55,5.55,1022,58,2.7,8,2.7,0,800,Clear,clear sky,01n
1675605600,2023-02-05 09:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,7.55,5.82,7.55,7.55,1022,52,2.63,8,2.63,0,800,Clear,clear sky,01d
1675609200,2023-02-05 10:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.55,8.7,10.55,10.55,1021,40,2.55,19,2.55,0,800,Clear,clear sky,01d
1675612800,2023-02-05 11:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.07,16.55,16.55,1021,31,1.75,39,1.75,0,800,Clear,clear sky,01d
1675616400,2023-02-05 12:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.29,20.55,20.55,1019,24,1.58,78,1.58,0,800,Clear,clear sky,01d
1675620000,2023-02-05 13:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.26,21.55,21.55,1018,19,1.56,119,1.56,0,800,Clear,clear sky,01d
1675623600,2023-02-05 14:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,23.55,22.38,23.55,23.55,1015,16,1.96,137,1.96,0,800,Clear,clear sky,01d
1675627200,2023-02-05 15:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,25.55,24.53,25.55,25.55,1013,14,2.28,150,2.28,0,800,Clear,clear sky,01d
1675630800,2023-02-05 16:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.43,24.55,24.55,1012,14,2.6,164,2.6,0,800,Clear,clear sky,01d
1675634400,2023-02-05 17:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.45,24.55,24.55,1012,15,3.51,172,3.51,0,800,Clear,clear sky,01d
1675638000,2023-02-05 18:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.61,24.55,24.55,1013,21,5.1,181,5.1,0,800,Clear,clear sky,01d
1675641600,2023-02-05 19:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,21.55,20.54,21.55,21.55,1015,30,3.78,167,3.78,0,800,Clear,clear sky,01d
1675645200,2023-02-05 20:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.31,16.55,16.55,1017,40,2.27,135,2.27,0,800,Clear,clear sky,01n
1675648800,2023-02-05 21:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,15.55,14.41,15.55,15.55,1018,48,1.82,83,1.82,0,800,Clear,clear sky,01n
1675652400,2023-02-05 22:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.66,12.39,13.66,13.66,1019,50,2.01,38,2.01,0,800,Clear,clear sky,01n
1675656000,2023-02-05 23:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.04,11.73,13.04,13.04,1020,51,2.47,21,2.47,0,800,Clear,clear sky,01n
1675659600,2023-02-06 00:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,12.32,10.94,12.32,12.32,1020,51,2.95,12,2.95,0,800,Clear,clear sky,01n
1675663200,2023-02-06 01:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.69,10.25,11.69,11.69,1020,51,2.74,22,2.74,0,800,Clear,clear sky,01n
1675666800,2023-02-06 02:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,11.07,9.62,11.07,11.07,1020,53,2.31,16,2.31,0,800,Clear,clear sky,01n
1675670400,2023-02-06 03:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.54,9.03,10.54,10.54,1020,53,2.06,9,2.06,0,800,Clear,clear sky,01n
1675674000,2023-02-06 04:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,10.05,8.49,10.05,10.05,1020,53,1.94,8,1.94,0,800,Clear,clear sky,01n
1675677600,2023-02-06 05:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.69,8.94,9.69,9.69,1019,52,1.87,16,1.87,0,800,Clear,clear sky,01n
1675681200,2023-02-06 06:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,9.03,7.86,9.03,9.03,1020,45,2.25,15,2.25,0,800,Clear,clear sky,01n
1675684800,2023-02-06 07:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.68,7.65,8.68,8.68,1021,45,2.01,8,2.01,0,800,Clear,clear sky,01n
1675688400,2023-02-06 08:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.43,7.37,8.43,8.43,1021,44,1.99,10,1.99,0,800,Clear,clear sky,01n
1675692000,2023-02-06 09:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,2.55,0.76,2.55,2.55,1022,35,1.79,13,1.79,0,800,Clear,clear sky,01d
1675695600,2023-02-06 10:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,8.55,7.82,8.55,8.55,1021,27,1.66,35,1.66,0,800,Clear,clear sky,01d
1675699200,2023-02-06 11:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,13.55,11.56,13.55,13.55,1020,23,1.02,116,1.02,0,800,Clear,clear sky,01d
1675702800,2023-02-06 12:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,14.84,16.55,16.55,1019,22,1.69,140,1.69,0,800,Clear,clear sky,01d
1675706400,2023-02-06 13:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,19.55,18.11,19.55,19.55,1017,21,2.2,163,2.2,0,800,Clear,clear sky,01d
1675710000,2023-02-06 14:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.18,20.55,20.55,1015,20,2.73,169,2.73,0,800,Clear,clear sky,01d
1675713600,2023-02-06 15:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,22.55,21.3,22.55,22.55,1012,17,3.36,179,3.36,0,800,Clear,clear sky,01d
1675717200,2023-02-06 16:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,22.55,21.28,22.55,22.55,1011,16,3.75,186,3.75,0,800,Clear,clear sky,01d
1675720800,2023-02-06 17:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,24.55,23.5,24.55,24.55,1011,17,4.31,190,4.31,0,800,Clear,clear sky,01d
1675724400,2023-02-06 18:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,23.55,22.46,23.55,23.55,1011,19,4.65,195,4.65,0,800,Clear,clear sky,01d
1675728000,2023-02-06 19:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,20.55,19.31,20.55,20.55,1012,25,4.34,199,4.34,0,800,Clear,clear sky,01d
1675731600,2023-02-06 20:00:00 -0600 UTC,Feb,2023,-21600,Puebla,19.03793,-98.20346,16.55,15.1,16.55,16.55,1014,32,2.82,213,2.82,0,800,Clear,clear sky,01n
